,AICW_score,AICW_rank,FUCOM_score,FUCOM_rank,LBWA_score,LBWA_rank,MEREC_score,MEREC_rank,SD_score,SD_rank
10951,0.28834642693833507,58.0,0.23692988204621568,90.0,0.23633179251767938,78.0,0.06162561055684834,121.0,0.24980061917593507,91.0
92787,0.22231924705878298,139.0,0.2089849866878027,141.0,0.20026523851236325,133.0,0.05569599818643223,142.0,0.2267796139440083,127.0
34760,0.26469620690556533,92.0,0.23228605520029888,98.0,0.21815374889146014,103.0,0.05987775586062697,131.0,0.247694644072172,96.0
92766,0.3160055784595769,34.0,0.2725582738719323,52.0,0.28407625403953163,38.0,0.1107504622626927,63.0,0.34939568593205794,33.0
11001,0.32787138098438,29.0,0.2764735694414118,48.0,0.27502228137675055,41.0,0.11460520691020291,60.0,0.3619892882659491,29.0
96300,0.2824401084687784,64.0,0.20222050022116067,156.0,0.2158151198043192,105.0,0.0536025701597331,149.0,0.20197541746340084,160.0
96311,0.2948420487670074,51.0,0.21150613972355617,134.0,0.2229175297414086,95.0,0.059380786713961096,136.0,0.20906014874066947,145.0
96313,0.20459001134244986,166.0,0.16208342358615976,200.0,0.1603032449659919,189.0,0.060555895805254695,125.0,0.17789207760701656,189.0
11837,0.22146175745062982,144.0,0.20873835024725002,142.0,0.18621657466530042,153.0,0.05399962714306353,148.0,0.22298987839274004,133.0
11843,0.30308602055951256,41.0,0.23419742008764646,93.0,0.2481005248918117,63.0,0.05755539385315211,138.0,0.236749480249421,107.0
11847,0.24601652350992054,110.0,0.2149609413882473,129.0,0.20508982787485264,125.0,0.053319102738295245,150.0,0.22582402993712022,130.0
96308,0.2802905840874332,68.0,0.19932600358205899,159.0,0.2112099987608175,114.0,0.04387556950089407,186.0,0.17794367628913568,188.0
18708,0.30076895977368207,44.0,0.2470883105777392,77.0,0.24364936466878026,67.0,0.06492157574254925,116.0,0.25721480221577253,80.0
34754,0.2648453162946922,90.0,0.23242627553143255,96.0,0.2182485359511135,102.0,0.05988815747653167,129.0,0.24779064858506356,94.0
13646,0.2913235726440497,54.0,0.23999323607488288,86.0,0.23704292202481145,77.0,0.05657935054498008,139.0,0.24185479965230192,102.0
92792,0.21792889918501138,150.0,0.22327554690826656,113.0,0.1987768220741197,138.0,0.07119131365086989,107.0,0.26497903417363644,71.0
18727,0.22564438360839414,135.0,0.21374510590514756,131.0,0.1891955420895301,147.0,0.051827118929849786,153.0,0.22602767430832074,128.0
92782,0.192860738931527,176.0,0.20153289528560278,158.0,0.16711758232646576,183.0,0.05479679387047775,146.0,0.228556724576995,126.0
